Sendungsnummer,length_cm,width_cm,height_cm,weight_in_g,fragile,perishable,house_number,street,post_code,city,date
3714,18,229,20,60,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3715,37,47,66,1100,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3716,14,5,128,630,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3717,164,120,76,18870,1,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3718,19,78,178,2390,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3719,96,13,32,510,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3720,33,131,67,100,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3721,140,74,94,19170,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3722,11,86,21,2010,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3723,179,85,6,2180,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3724,137,159,23,60,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3725,127,88,22,1180,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3726,170,269,86,28330,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3727,18,143,43,1750,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3728,69,20,11,160,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3729,184,6,48,3280,1,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3730,65,25,217,2270,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3731,178,82,37,7070,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3732,23,7,183,4330,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3733,79,17,25,950,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3734,15,264,54,1140,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3735,162,233,102,16550,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3736,65,5,11,1840,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3737,68,144,52,1620,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3738,206,113,33,980,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3739,13,68,4,1570,1,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3740,128,33,85,220,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3741,63,29,26,420,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3742,108,134,154,12650,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3743,120,100,192,11270,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
3744,206,136,54,2630,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3745,76,17,9,1020,0,1,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3746,169,54,82,10950,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3747,149,97,64,1500,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3748,100,131,116,12900,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3749,105,49,63,1440,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3750,118,47,30,660,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3751,17,9,97,1050,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3752,259,17,203,1850,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3753,80,10,64,770,1,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3754,83,83,172,2580,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3755,111,137,113,17830,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3756,27,243,28,3560,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3757,168,94,1,8320,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3758,126,143,108,10510,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3759,181,104,53,1070,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3760,67,60,56,3800,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3761,78,87,20,2450,1,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3762,24,25,59,350,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3763,61,252,102,25950,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3764,22,136,38,1570,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3765,84,40,18,6790,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3766,66,52,166,2030,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3767,22,78,29,1860,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3768,43,279,185,2310,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3769,132,216,2,8540,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3770,32,50,52,620,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3771,47,99,56,1330,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3772,11,71,10,1600,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
3773,177,54,133,15310,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3774,58,107,6,4100,1,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3775,15,23,106,4470,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3776,91,184,135,250,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3777,255,163,16,1330,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3778,103,34,34,240,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3779,42,135,138,1540,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
3780,76,169,37,3500,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3781,140,84,50,3230,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3782,25,67,112,3770,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3783,159,167,81,21260,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3784,15,171,34,3160,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3785,292,201,97,31400,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3786,64,213,76,23180,1,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3787,21,32,189,160,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3788,44,36,192,340,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3789,20,52,46,1130,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3790,125,68,199,1090,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3791,172,139,18,1850,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3792,11,105,134,1680,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3793,27,67,64,370,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3794,70,13,27,2640,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3795,32,43,44,470,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3796,120,17,18,1980,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3797,150,116,130,16490,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3798,292,211,139,28460,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3799,36,137,35,14140,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3800,42,57,105,2130,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3801,19,33,9,1790,0,1,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3802,114,76,34,300,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3803,52,19,86,2480,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3804,20,92,211,1410,0,1,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3805,12,131,44,13430,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3806,104,91,84,9690,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3807,60,7,11,50,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3808,24,160,62,1710,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3809,205,208,41,2870,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3810,52,40,182,1150,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3811,79,30,52,3120,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3812,106,31,196,950,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3813,77,45,141,1350,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3814,205,65,136,1510,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3815,116,112,137,20390,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3816,119,62,149,2340,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3817,51,108,68,1110,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3818,13,26,170,450,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3819,88,122,31,300,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3820,59,159,123,11000,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3821,28,98,34,470,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3822,238,38,52,1860,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3823,175,112,203,12960,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3824,247,115,52,1210,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3825,107,179,121,26790,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3826,41,159,23,740,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3827,51,154,21,4170,1,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3828,137,143,185,16560,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3829,126,11,109,14330,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3830,119,92,58,540,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3831,89,133,68,920,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3832,154,47,41,200,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3833,52,110,53,720,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3834,296,145,29,3150,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3835,42,144,76,430,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3836,94,122,66,920,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3837,72,30,28,2990,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3838,108,23,21,110,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3839,46,96,61,2030,0,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3840,31,63,3,2170,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3841,108,10,23,920,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3842,266,140,121,24810,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3843,96,117,50,1690,1,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3844,10,21,1,1160,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3845,93,72,34,4030,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3846,11,90,69,90,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3847,175,146,107,30700,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3848,59,15,102,11430,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3849,35,139,47,1400,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3850,68,101,41,4230,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3851,73,85,56,1790,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3852,66,153,129,2350,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3853,32,73,196,4250,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3854,78,129,51,1170,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3855,129,158,63,2170,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3856,38,37,128,1930,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3857,86,82,67,2440,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3858,135,83,53,410,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3859,66,53,34,1930,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3860,54,15,96,2380,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3861,65,42,17,3700,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3862,225,182,70,390,0,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3863,279,119,134,17430,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3864,58,92,129,320,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3865,176,156,54,3010,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3866,30,88,98,2610,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3867,82,67,14,1090,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3868,133,197,19,4220,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3869,28,134,52,7380,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3870,47,149,54,1060,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3871,257,36,191,2070,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3872,114,156,171,8350,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3873,155,125,133,18680,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3874,80,63,16,4670,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3875,72,13,46,1340,1,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
3876,28,40,137,2820,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3877,173,33,101,11450,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3878,160,187,43,940,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3879,210,35,30,4810,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3880,125,128,84,2530,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3881,202,51,10,860,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3882,216,12,35,860,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3883,76,46,64,980,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3884,25,15,114,2310,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3885,67,102,51,1440,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3886,46,248,84,8960,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3887,235,27,31,830,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3888,64,25,37,9040,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3889,155,107,79,24500,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3890,173,136,85,2400,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3891,57,118,111,70,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3892,115,58,48,1720,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3893,13,152,3,13270,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3894,16,19,59,230,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3895,69,10,4,14150,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3896,29,191,55,2010,1,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3897,245,87,42,570,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3898,62,92,138,3500,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3899,82,29,6,4140,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3900,85,94,72,4510,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3901,93,90,42,440,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3902,152,111,24,1620,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3903,190,74,34,790,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3904,92,25,25,4820,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3905,46,56,49,720,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3906,102,121,94,15850,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3907,97,247,69,2610,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3908,120,31,6,1480,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3909,88,77,9,2190,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3910,179,23,53,5370,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3911,65,75,21,1650,0,1,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3912,95,263,52,330,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3913,40,6,94,2490,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3914,86,144,86,1780,1,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3915,107,139,99,24720,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3916,137,117,122,21890,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3917,165,123,73,17860,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3918,174,134,89,1660,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3919,176,158,138,30450,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3920,35,15,42,4600,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3921,70,6,53,2250,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3922,197,108,178,1520,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3923,104,66,18,3110,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3924,27,46,22,2320,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3925,250,122,205,22960,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3926,130,159,70,24230,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3927,86,15,128,4440,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3928,37,46,98,840,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3929,284,28,164,2990,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3930,19,9,117,1120,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3931,172,78,48,2360,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3932,57,12,56,3730,1,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3933,92,76,46,860,0,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-16
3934,254,106,123,15870,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3935,23,64,81,1740,1,1,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3936,247,122,2,2160,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3937,142,155,1,1920,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3938,46,159,39,5160,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3939,80,130,72,310,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3940,33,106,8,620,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3941,56,26,19,3240,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3942,83,116,41,2470,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3943,163,24,94,1730,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3944,78,81,25,1000,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3945,78,72,133,1670,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3946,130,26,93,5760,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3947,55,10,103,890,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3948,126,86,25,2430,1,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3949,97,98,34,380,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3950,146,112,117,770,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3951,44,127,21,4540,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3952,60,117,65,240,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3953,109,30,68,11630,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3954,50,5,39,1490,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3955,148,124,96,16400,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3956,11,55,89,2240,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3957,93,25,2,870,0,1,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3958,64,41,64,3710,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3959,38,60,45,1200,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3960,273,75,5,2540,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3961,122,145,108,15280,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3962,130,32,122,540,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3963,247,127,129,30680,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3964,87,126,97,19790,1,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3965,99,134,38,880,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3966,20,33,26,2600,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3967,196,70,86,3450,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3968,128,152,181,17190,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3969,62,138,170,1720,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3970,138,78,49,680,0,1,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3971,34,83,62,610,0,1,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-16
3972,126,135,29,2480,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3973,15,31,60,1950,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3974,73,127,117,13590,0,1,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3975,249,54,68,540,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3976,79,22,111,1750,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3977,257,87,8,270,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
3978,42,68,147,4880,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-16
